id,region,start,end,strand
3576,chr4,108214200,108214400,
3577,chr6,89993000,89993200,
3578,chr2,64601799,64602400,
3579,chr7,46198000,46198400,
3580,chr9,123632200,123632600,
3581,chr5,151901200,151901800,
3582,chr12,85782600,85783201,
3583,chr12,65303800,65304000,
3584,chr1,76494600,76495400,
3585,chr5,168604200,168604400,
3586,chr11,112924800,112925000,
3587,chr16,54000600,54000800,
3588,chr3,98840800,98841000,
3589,chr4,147752600,147752800,
3590,chr15,32941800,32942200,
3591,chr5,92119000,92119800,
3592,chr12,5467400,5468001,
3593,chr11,94880199,94880401,
3594,chrX,101265999,101266201,
3595,chr11,14114400,14115200,
3596,chr6,111226000,111226600,
3597,chr6,164554800,164555400,
3598,chr17,16900800,16901200,
3599,chr7,40643800,40644000,
3600,chr3,76403000,76403801,
3601,chr7,107364800,107365000,
3602,chr4,10596800,10597200,
3603,chr13,36197800,36198200,
3604,chr17,14209800,14210200,
3605,chr8,80988200,80988400,
3606,chr13,50099800,50100000,
3607,chr18,65662800,65663200,
3608,chr8,84630200,84630800,
3609,chr12,49812400,49812600,
3610,chr1,76834400,76834600,
3611,chr8,121712400,121712600,
3612,chr8,103350599,103350801,
3613,chr13,95653600,95654200,
3614,chr14,73371800,73372200,
3615,chr8,62460600,62460800,
3616,chr2,234672400,234672800,
3617,chr18,55085600,55086000,
3618,chr12,114783200,114783600,
3619,chr3,154932600,154932800,
3620,chr5,132797799,132798400,
3621,chr16,67084599,67084800,
3622,chr17,49078200,49078600,
3623,chr7,149060200,149060600,
3624,chr4,172990400,172990600,
3625,chr3,157145799,157146400,
3626,chr13,21115600,21116000,
3627,chr10,113306199,113306600,
3628,chr3,27470000,27470200,
3629,chr6,34098999,34099200,
3630,chr22,35965400,35966000,
3631,chr10,6016000,6016400,
3632,chr22,29103000,29103800,
3633,chr21,45120400,45120600,
3634,chr5,144520600,144520800,
3635,chr3,106821600,106821800,
3636,chr8,140284800,140285000,
3637,chr11,37097999,37098201,
3638,chr1,113036600,113037400,
3639,chr7,144009400,144009800,
3640,chr3,62028800,62029200,
3641,chr1,60548000,60548600,
3642,chr5,61135600,61135800,
3643,chr18,24086199,24086601,
3644,chr1,171295399,171295601,
3645,chr5,66990400,66990600,
3646,chr4,148243800,148244000,
3647,chr20,50808200,50808601,
3648,chr1,153470600,153471000,
3649,chr10,33105000,33105400,
3650,chr13,20093800,20094200,
3651,chr5,108063200,108063400,
3652,chr5,137961200,137961400,
3653,chr17,9443400,9443600,
3654,chr2,38320600,38321000,
3655,chr8,412200,412600,
3656,chr14,62689400,62690000,
3657,chr4,132003600,132004000,
3658,chr7,71952200,71952800,
3659,chr11,119551800,119552600,
3660,chr13,72221200,72221601,
3661,chr7,104361000,104361401,
3662,chr12,95815000,95815400,
3663,chr11,58867199,58867601,
3664,chr5,53652200,53652600,
3665,chr12,102562600,102563401,
3666,chr13,43984400,43985000,
3667,chr5,5542600,5543200,
3668,chr4,64595000,64595200,
3669,chr2,20282800,20283200,
3670,chr12,73002800,73003400,
3671,chr5,112687399,112688000,
3672,chr1,145482400,145482800,
3673,chr3,53532800,53533000,
3674,chr13,34330200,34331000,
3675,chr7,150430400,150430600,
3676,chr6,2143600,2143800,
3677,chr2,177498000,177498400,
3678,chr21,45503800,45504000,
3679,chr15,74358600,74359000,
3680,chr4,14695799,14696201,
3681,chr17,56701000,56701400,
3682,chr5,83253400,83254000,
3683,chr9,5020000,5020800,
3684,chrX,80139600,80140200,
3685,chr16,7091400,7091600,
3686,chr21,31194200,31194800,
3687,chr1,51700000,51700400,
3688,chr5,154208200,154208400,
3689,chr5,11700400,11701000,
3690,chr17,45973400,45973600,
3691,chr13,104773999,104774200,
3692,chr7,69883600,69883800,
3693,chr7,73837400,73837800,
3694,chr5,83513000,83513400,
3695,chr5,57003399,57004200,
3696,chr12,12056200,12056600,
3697,chr10,60376600,60377400,
3698,chr3,119340000,119340400,
3699,chr11,76449000,76449600,
3700,chr9,69023600,69024400,
3701,chr15,39367400,39367801,
3702,chrX,110746000,110746200,
3703,chr5,149054800,149055000,
3704,chr15,48935200,48935600,
3705,chr2,36858400,36858600,
3706,chr1,84702600,84703000,
3707,chr1,207544000,207544200,
3708,chr5,107447000,107447400,
3709,chrX,120645200,120645400,
3710,chr5,111517800,111518200,
3711,chrX,264200,264600,
3712,chr6,90846800,90847200,
3713,chr1,213435600,213436200,
3714,chr12,49686600,49687000,
3715,chr18,7596000,7596401,
3716,chr3,135713800,135714200,
3717,chr11,82542600,82543200,
3718,chr6,56076000,56076200,
3719,chr9,135013200,135013800,
3720,chr8,99250600,99250800,
3721,chr8,27558999,27559600,
3722,chr14,53596400,53597200,
3723,chr8,83806000,83806600,
3724,chr1,85222200,85222400,
3725,chr2,200239200,200239600,
3726,chr16,7337200,7337400,
3727,chr7,24318399,24319000,
3728,chr2,133054200,133054401,
3729,chrX,31322600,31323400,
3730,chr1,207672400,207672601,
3731,chr22,50320399,50320600,
3732,chr20,60837200,60837600,
3733,chr4,139942800,139943000,
3734,chr10,33082200,33082400,
3735,chr12,39082000,39082200,
3736,chr14,94991800,94992000,
3737,chr2,66054000,66054200,
3738,chr9,73246199,73246400,
3739,chr14,104228400,104228800,
3740,chr3,89021599,89021801,
3741,chr14,102867400,102868000,
3742,chr1,175448800,175449400,
3743,chr2,36173800,36174200,
3744,chr1,119662800,119663201,
3745,chr6,79494800,79495400,
3746,chr4,125283000,125283600,
3747,chr18,12745800,12746200,
3748,chr5,9295600,9296200,
3749,chr1,69230400,69231000,
3750,chr20,8291400,8292201,
3751,chr5,169291000,169291200,
3752,chr6,142401400,142401600,
3753,chr21,16774999,16775800,
3754,chr3,122674400,122675200,
3755,chr2,209643400,209643600,
3756,chr2,236896200,236896600,
3757,chr7,51605800,51606000,
3758,chr17,47667000,47667200,
3759,chr8,8606399,8606800,
3760,chr3,61105800,61106200,
3761,chr11,17010400,17010600,
3762,chr17,65401200,65402000,
3763,chr3,148158399,148158601,
3764,chr2,226865000,226865600,
3765,chr4,6370000,6370800,
3766,chr18,49083000,49083200,
3767,chr11,64586200,64586800,
3768,chr16,88160400,88160600,
3769,chr22,35454000,35454400,
3770,chr19,48672200,48672600,
3771,chr7,100133800,100134400,
3772,chr12,26068400,26068800,
3773,chr18,31190800,31191600,
3774,chr11,26983800,26984200,
3775,chr3,111111600,111112000,
3776,chr11,97445200,97446000,
3777,chr13,20298400,20298600,
3778,chr3,161365200,161366000,
3779,chrX,24862000,24862800,
3780,chr17,9538200,9538600,
3781,chr6,130992200,130992401,
3782,chr1,205899400,205899800,
3783,chr1,57468000,57468400,
3784,chr6,1070000,1070600,
3785,chr18,8008600,8009000,
3786,chr9,115041200,115041800,
3787,chr4,180800800,180801200,
3788,chr1,53190399,53190800,
3789,chr9,32950400,32951200,
3790,chr9,14865200,14865400,
3791,chr2,341600,341800,
3792,chr8,91930200,91930600,
3793,chr9,106612400,106612600,
3794,chr6,4339000,4339600,
3795,chr18,50776600,50776800,
3796,chr6,38104000,38104400,
3797,chr8,18415000,18415400,
3798,chr1,96312800,96313600,
3799,chr7,152540599,152541001,
3800,chr1,79706000,79706800,
3801,chr8,58074000,58074201,
3802,chr5,65159200,65159800,
3803,chr19,5041600,5041801,
3804,chr1,45875800,45876600,
3805,chr11,100887600,100888000,
3806,chr2,151007599,151007800,
3807,chr19,42393600,42393800,
3808,chrX,97459800,97460400,
3809,chr6,3738800,3739000,
3810,chr2,135882000,135882800,
3811,chr5,74285800,74286000,
3812,chr8,99261400,99261800,
3813,chr13,37782200,37782400,
3814,chr8,136259200,136260000,
3815,chr3,68431400,68431800,
3816,chr3,104527600,104527800,
3817,chr2,120930000,120930401,
3818,chr10,66180200,66180801,
3819,chr17,3536799,3537001,
3820,chr21,14296600,14297201,
3821,chr19,39064400,39064601,
3822,chr6,146934200,146934600,
3823,chr6,37453600,37454000,
3824,chr5,36530000,36530400,
3825,chr4,154642600,154643000,
3826,chr3,188774600,188775000,
3827,chr13,55219400,55220200,
3828,chr1,85370200,85370400,
3829,chr7,22393800,22394400,
3830,chr2,216289399,216289601,
3831,chr7,75326600,75326800,
3832,chr3,19987800,19988400,
3833,chr3,107498800,107499000,
3834,chr16,30490199,30490801,
3835,chr9,77543399,77544000,
3836,chr3,133034200,133034800,
3837,chr18,22101800,22102000,
3838,chr18,38487600,38488000,
3839,chr7,72618599,72619200,
3840,chr1,174988599,174988801,
3841,chr11,92423600,92423800,
3842,chr7,108091399,108091801,
3843,chr5,95394400,95394800,
3844,chr11,6538400,6539000,
3845,chr12,101919400,101919600,
3846,chr10,92405200,92405800,
3847,chrX,140919000,140919200,
3848,chr11,83104000,83104600,
3849,chr7,98783200,98783800,
3850,chr9,67171800,67172000,
3851,chr16,65813400,65813601,
3852,chr6,47091800,47092000,
3853,chr1,152003600,152004401,
3854,chr7,55049200,55049400,
3855,chrX,76455400,76456000,
3856,chr5,143671799,143672001,
3857,chr18,38635400,38636000,
3858,chr2,137890000,137890200,
3859,chr6,80246400,80246600,
3860,chr2,19504400,19505001,
3861,chr1,148257599,148258400,
3862,chr22,40718600,40718800,
3863,chr2,86233400,86234000,
3864,chr14,32013399,32013600,
3865,chr11,2952800,2953000,
3866,chr12,25950800,25951000,
3867,chr20,36399400,36399601,
3868,chr22,20619000,20619400,
3869,chr3,45002800,45003000,
3870,chr2,158403800,158404400,
3871,chr9,111051400,111051600,
3872,chr11,77167400,77168200,
3873,chr5,72651800,72652200,
3874,chr9,7921600,7922400,
3875,chr8,35906200,35907000,
3876,chr3,47120600,47120800,
3877,chr21,26867600,26868000,
3878,chr1,30692000,30692400,
3879,chr12,18332200,18332800,
3880,chr17,16481600,16481800,
3881,chr14,21057999,21058400,
3882,chr4,20534000,20534200,
3883,chr2,119669600,119670400,
3884,chr6,17096799,17097200,
3885,chr11,79980800,79981200,
3886,chrX,108840400,108840800,
3887,chr6,53114400,53114600,
3888,chr12,126480599,126481000,
3889,chr1,57835599,57836000,
3890,chr4,22268800,22269000,
3891,chr15,33558800,33559400,
3892,chr10,69831200,69831800,
3893,chr16,89269800,89270000,
3894,chr15,101619800,101620000,
3895,chr1,165816600,165816800,
3896,chr2,127111000,127111200,
3897,chr13,100541200,100541400,
3898,chr10,29876200,29876400,
3899,chr4,48296399,48296601,
3900,chr2,38474800,38475000,
3901,chr6,169326200,169326801,
3902,chr5,80760200,80760400,
3903,chr4,66357000,66357200,
3904,chr20,35054400,35054600,
3905,chr6,25344800,25345200,
3906,chr2,224850399,224850600,
3907,chr1,165659799,165660000,
3908,chr3,164941800,164942000,
3909,chr9,119322200,119322600,
3910,chr6,160895400,160896000,
3911,chr10,83536400,83536601,
3912,chr13,113832199,113832800,
3913,chr15,77279400,77280200,
3914,chr21,21084000,21084401,
3915,chr6,45727800,45728000,
3916,chr6,88842800,88843201,
3917,chr5,14093200,14093800,
3918,chr1,95793800,95794600,
3919,chr3,117988200,117988400,
3920,chr11,33151200,33151400,
3921,chr5,152644200,152645000,
3922,chr1,29638400,29638600,
3923,chr1,240769199,240769400,
3924,chr18,39660000,39660200,
3925,chr4,92434400,92434600,
3926,chr4,79273000,79273200,
3927,chr18,58808599,58809200,
3928,chr8,98982600,98982800,
3929,chr6,119975400,119975600,
3930,chr1,97395800,97396600,
3931,chr13,70841400,70841800,
3932,chr1,43635999,43636201,
3933,chr15,88574400,88575200,
3934,chr6,61607000,61607200,
3935,chr7,84264600,84265200,
3936,chr4,180636799,180637001,
3937,chr10,62248200,62248400,
3938,chr11,37987999,37988401,
3939,chr8,116340200,116340400,
3940,chr4,174266800,174267000,
3941,chr12,60834800,60835600,
3942,chr1,223890200,223890401,
3943,chr5,9490800,9491000,
3944,chr3,162704600,162704800,
3945,chr2,145109800,145110000,
3946,chr1,70142600,70143000,
3947,chr2,33710000,33710400,
3948,chr15,56639000,56639200,
3949,chr1,57993600,57993800,
3950,chr7,42702600,42702800,
3951,chr11,91199999,91200600,
3952,chr12,28186400,28186600,
3953,chr14,103765400,103766200,
3954,chr3,66889800,66890400,
3955,chr15,88529200,88529601,
3956,chr8,81826599,81826800,
3957,chr17,80733000,80733600,
3958,chr7,133884000,133884200,
3959,chr13,32495800,32496200,
3960,chr7,97913000,97913200,
3961,chr10,119454200,119454400,
3962,chr1,203142600,203142800,
3963,chr6,12547000,12547200,
3964,chr2,70367600,70368400,
3965,chr2,199040600,199040800,
3966,chr1,94306600,94306801,
3967,chr4,142155399,142155800,
3968,chr4,79255799,79256001,
3969,chr7,137037800,137038000,
3970,chr7,133941400,133941801,
3971,chr22,35450800,35451200,
3972,chr5,71452000,71452200,
3973,chr9,115282800,115283200,
3974,chr18,62165199,62165400,
3975,chr7,10936200,10936400,
3976,chr11,109064800,109065001,
3977,chr8,11141400,11141800,
3978,chr18,41096400,41096600,
3979,chr17,78017200,78017400,
3980,chr2,192111200,192111400,
3981,chr13,27789200,27789400,
3982,chr7,46949400,46949600,
3983,chr2,223560400,223560600,
3984,chr7,102043400,102043800,
3985,chr6,47852999,47853201,
3986,chr9,40173600,40173800,
3987,chr19,18127800,18128201,
3988,chr3,126885800,126886001,
3989,chr9,18507400,18507800,
3990,chr8,82000600,82001200,
3991,chr7,38833400,38833600,
3992,chr14,35712600,35713000,
3993,chr14,73439000,73439400,
3994,chr3,110382000,110382400,
3995,chr5,89595200,89595401,
3996,chr18,46705400,46706000,
3997,chr2,141491400,141491800,
3998,chr1,47914199,47914800,
3999,chr3,123051599,123052000,
4000,chr4,118824600,118825000,
4001,chr14,53601400,53601800,
4002,chr17,46713200,46713800,
4003,chr12,13369000,13369200,
4004,chr20,32321600,32322001,
4005,chr8,25687799,25688000,
4006,chr10,19543400,19543800,
4007,chr1,167808800,167809000,
4008,chr1,164932400,164933200,
4009,chr4,57372400,57372600,
4010,chr3,6421400,6422200,
4011,chr11,119952600,119953000,
4012,chr1,81661000,81661200,
4013,chr20,35271999,35272201,
4014,chr5,60092200,60092401,
4015,chr5,16799600,16799801,
4016,chr19,31784600,31785001,
4017,chr4,94871800,94872200,
4018,chr1,150506599,150507001,
4019,chr6,41836400,41836600,
4020,chr4,3114399,3114601,
4021,chr10,7906800,7907000,
4022,chr16,89064600,89065000,
4023,chr2,30136000,30136200,
4024,chr19,43419800,43420000,
4025,chr16,3596199,3596601,
4026,chr1,81585200,81585800,
4027,chr10,20986199,20986600,
4028,chr5,126654400,126654600,
4029,chr1,177857200,177857400,
4030,chr3,173834800,173835000,
4031,chr10,61052400,61053200,
4032,chr9,36938600,36939200,
4033,chr1,167310400,167310600,
4034,chr8,79168200,79168600,
4035,chr17,71801200,71801601,
4036,chr11,126193800,126194000,
4037,chr1,232105600,232106400,
4038,chrX,45839800,45840200,
4039,chr4,33080399,33080601,
4040,chr2,54310200,54311000,
4041,chr11,73121400,73121600,
4042,chr2,239166400,239166600,
4043,chr7,15829600,15830400,
4044,chr10,87333200,87333400,
4045,chr3,40985399,40985600,
4046,chr4,121939400,121940000,
4047,chr8,90164200,90165000,
4048,chr7,40977000,40977200,
4049,chr5,55031600,55031800,
4050,chr12,108660600,108660800,
4051,chr14,103047400,103047600,
4052,chr7,143260800,143261600,
4053,chr1,237429000,237429600,
4054,chr9,93948200,93948800,
4055,chr3,22549600,22549800,
4056,chr18,22866200,22866400,
4057,chrX,85908000,85908600,
4058,chr14,90874400,90875000,
4059,chr8,49366600,49367400,
4060,chr2,190585000,190585600,
4061,chr21,38664200,38664800,
4062,chr4,732600,733001,
4063,chr4,104571200,104571800,
4064,chr3,35892800,35893000,
4065,chr15,25381000,25381200,
4066,chr5,136096600,136096800,
4067,chr4,177512200,177512800,
4068,chr14,66234400,66234600,
4069,chr10,70974400,70974800,
4070,chr4,65943199,65943401,
4071,chr11,35425600,35426000,
4072,chr7,78329000,78329200,
4073,chr3,79481000,79481800,
4074,chrX,141408600,141408800,
4075,chr5,38500799,38501400,
4076,chr7,83546400,83547000,
4077,chr5,147979800,147980000,
4078,chr3,67109400,67110200,
4079,chr8,106646600,106647000,
4080,chr9,107821600,107821800,
4081,chr1,173152400,173153200,
4082,chr15,76648600,76649000,
4083,chr1,82859800,82860000,
4084,chr2,198318600,198319000,
4085,chr4,92513200,92513600,
4086,chr2,144566200,144567000,
4087,chr3,120182200,120182801,
4088,chr12,74328400,74328800,
4089,chr14,79983200,79983600,
4090,chr6,38982400,38983000,
4091,chr8,61298800,61299600,
4092,chrX,136272600,136272800,
4093,chr13,40928600,40929400,
4094,chrX,69115400,69115600,
4095,chr6,43376400,43377200,
4096,chr17,30650200,30650600,
4097,chr1,232543600,232543800,
4098,chr17,1476200,1476800,
4099,chr2,143169400,143169600,
4100,chr1,78043600,78044200,
4101,chr16,61763200,61763400,
4102,chr12,979800,980000,
4103,chr5,148482000,148482200,
4104,chr15,81573199,81573601,
4105,chr4,3747799,3748000,
4106,chr7,99153000,99153400,
4107,chr4,116027600,116028400,
4108,chr6,117978400,117978600,
4109,chr4,31614199,31614401,
4110,chr15,83301000,83301200,
4111,chr20,62547600,62547800,
4112,chr20,47778200,47778601,
4113,chr17,14080800,14081400,
4114,chr10,84477800,84478400,
4115,chr6,90421600,90422400,
4116,chr3,18213600,18214000,
4117,chr5,174344200,174344400,
4118,chr2,110280400,110280600,
4119,chr1,240689399,240689800,
4120,chr6,36957800,36958400,
4121,chr14,31440200,31440600,
4122,chr13,64339200,64339600,
4123,chr8,28960600,28960800,
4124,chr10,86917999,86918401,
4125,chr5,70242200,70242800,
4126,chr1,3136600,3136800,
4127,chr2,8446800,8447400,
4128,chr2,62993000,62993600,
4129,chr1,46991399,46991801,
4130,chr9,36548599,36548801,
4131,chr14,62769000,62769400,
4132,chr3,197593600,197593800,
4133,chr8,144378800,144379400,
4134,chr7,4799999,4800400,
4135,chr6,77031200,77031400,
4136,chr20,34715599,34716200,
4137,chr15,52185200,52185600,
4138,chr18,22873800,22874000,
4139,chr20,20519399,20519801,
4140,chr1,84319400,84320000,
4141,chrX,97290600,97290800,
4142,chr15,70882400,70882800,
4143,chr5,104363200,104363400,
4144,chr18,63727000,63727200,
4145,chr16,5433000,5433800,
4146,chr11,128786400,128787200,
4147,chr4,10413200,10413400,
4148,chr4,111712400,111712600,
4149,chr21,46452800,46453600,
4150,chr8,9630000,9630200,
4151,chrX,119739400,119740200,
4152,chr6,16400400,16400800,
4153,chr5,118780400,118780600,
4154,chr16,53476600,53477000,
4155,chr10,107517400,107517600,
4156,chr6,31489400,31489600,
4157,chr10,124374600,124375000,
4158,chr4,78325000,78325200,
4159,chr4,79682800,79683200,
4160,chr7,30377800,30378200,
4161,chr14,75055600,75055800,
4162,chr10,29067599,29067800,
4163,chr1,35457000,35457200,
4164,chr4,132071999,132072400,
4165,chrX,156006200,156006400,
4166,chr1,15483200,15483400,
4167,chr1,54519999,54520200,
4168,chrX,92326199,92326400,
4169,chr4,145534200,145534400,
4170,chr3,12417600,12417800,
4171,chr2,146501000,146501600,
4172,chr8,57579599,57580000,
4173,chr15,93527400,93528000,
4174,chr9,78612999,78613401,
4175,chr6,39365200,39365800,
4176,chr1,224636200,224636400,
4177,chr6,162245600,162245800,
4178,chr5,60276000,60276600,
4179,chr1,227281000,227281200,
4180,chr11,107837000,107837400,
4181,chr19,1201800,1202200,
4182,chr16,66275799,66276400,
4183,chr3,5101200,5101600,
4184,chr17,28993600,28993800,
4185,chr2,46741800,46742000,
4186,chr2,159811400,159811800,
4187,chr11,4641400,4641600,
4188,chrX,39070800,39071600,
4189,chr9,33942000,33942200,
4190,chr2,228446799,228447200,
4191,chr9,83675800,83676200,
4192,chr10,52128000,52128600,
4193,chr4,147591200,147591400,
4194,chr10,60718600,60718800,
4195,chr6,84825400,84825601,
4196,chr19,49776600,49777200,
4197,chr5,68834799,68835600,
4198,chr4,40948199,40948800,
4199,chr7,89103400,89103600,
4200,chr8,96996400,96997000,
4201,chr5,31149000,31149400,
4202,chr16,83990000,83990200,
4203,chr2,40228399,40228800,
4204,chr7,109001800,109002200,
4205,chr7,47665600,47665800,
4206,chr8,24713000,24713601,
4207,chr3,143509200,143509600,
4208,chrX,38845800,38846200,
4209,chr18,76065800,76066200,
4210,chr13,102495000,102495800,
4211,chr6,119369800,119370400,
4212,chr9,96132600,96132800,
4213,chr2,208103600,208103801,
4214,chr7,114112400,114112800,
4215,chr12,71027800,71028400,
4216,chr10,11279400,11279601,
4217,chr7,23222200,23222401,
4218,chr3,18126600,18127000,
4219,chrX,108167200,108168000,
4220,chr18,55282400,55282600,
4221,chr6,85355600,85356400,
4222,chr6,21368600,21369000,
4223,chr9,111050800,111051001,
4224,chr6,143155800,143156200,
4225,chr1,108800800,108801600,
4226,chr17,74250200,74250800,
4227,chr17,45274400,45274800,
4228,chr2,113289800,113290000,
4229,chr2,1774000,1774200,
4230,chr11,126630000,126630200,
4231,chr2,108219800,108220200,
4232,chr14,27686600,27686800,
4233,chr11,1952400,1952800,
4234,chr2,198080600,198080800,
4235,chr15,96277400,96277600,
4236,chr6,37655000,37655600,
4237,chr5,96028400,96029200,
4238,chr11,25602200,25602600,
4239,chr5,65218000,65218200,
4240,chr21,32407400,32408000,
4241,chr13,25689400,25689801,
4242,chr18,39668800,39669000,
4243,chr7,138455400,138455800,
4244,chr5,119407400,119408200,
4245,chr1,162189800,162190200,
4246,chr3,132277600,132278000,
4247,chr2,104796000,104796400,
4248,chr17,3727400,3727800,
4249,chr8,123530800,123531000,
4250,chr13,83950200,83950600,
4251,chr9,16753800,16754400,
4252,chr13,66645600,66645800,
4253,chr5,78696400,78697200,
4254,chr8,133323800,133324400,
4255,chr7,27549600,27550000,
4256,chr13,94209199,94209401,
4257,chr4,164706600,164707200,
4258,chr6,8822000,8822400,
4259,chr7,44454600,44455000,
4260,chr16,24508599,24508801,
4261,chr4,150254800,150255200,
4262,chr15,29770999,29771400,
4263,chr3,116779400,116779800,
4264,chr13,29934000,29934200,
4265,chr7,12682200,12682400,
4266,chr5,142275400,142275601,
4267,chr12,54072000,54072200,
4268,chr5,108697000,108697800,
4269,chr6,129402399,129402600,
4270,chr2,9412800,9413600,
4271,chr2,46495600,46496000,
4272,chr10,78539000,78539200,
4273,chr8,103376399,103376601,
4274,chr8,118463400,118463801,
4275,chr5,38888000,38888401,
4276,chr7,130289600,130289800,
4277,chr2,144011400,144012200,
4278,chr16,10468000,10468600,
4279,chr12,87336999,87337201,
4280,chr13,77536400,77536800,
4281,chr3,24151000,24151400,
4282,chr9,124656000,124656200,
4283,chr10,111890000,111890400,
4284,chr8,65024000,65024800,
4285,chr7,6193800,6194000,
4286,chr2,54973200,54973800,
4287,chr21,27276600,27277000,
4288,chr7,18804400,18804600,
4289,chr1,86336800,86337400,
4290,chr9,87128000,87128400,
4291,chr6,33804400,33804800,
4292,chr17,72529200,72529600,
4293,chr21,45722400,45722800,
4294,chr4,63226400,63226600,
4295,chr2,38570200,38570800,
4296,chr20,60899400,60900200,
4297,chr9,96584200,96584600,
4298,chr1,243855800,243856400,
4299,chr10,61946000,61946200,
4300,chr18,10164399,10164601,
4301,chr20,54350200,54350801,
4302,chr11,110123800,110124400,
4303,chr1,76499400,76499800,
4304,chr13,51044800,51045000,
4305,chr5,97039200,97039400,
4306,chr12,24578200,24578800,
4307,chr3,172272200,172273001,
4308,chr3,178708800,178709600,
4309,chr16,69209400,69210200,
4310,chr4,138555199,138556001,
4311,chr15,32902200,32902600,
4312,chr8,89201200,89201401,
4313,chr13,39459400,39459600,
4314,chr5,54246400,54246600,
4315,chr2,40316599,40317401,
4316,chr9,86636799,86637000,
4317,chr16,23059000,23059200,
4318,chr17,9968400,9968600,
4319,chr15,86201600,86202200,
4320,chr10,13755800,13756200,
4321,chr1,87950600,87950800,
4322,chr8,9226200,9226401,
4323,chr3,101613000,101613800,
4324,chr15,72206400,72206801,
4325,chr2,13015600,13016400,
4326,chr6,106569400,106570000,
4327,chr6,136277400,136277800,
4328,chr2,14514000,14514600,
4329,chr19,31180400,31180600,
4330,chr21,43988000,43988400,
4331,chr9,108083399,108083601,
4332,chr5,119374400,119374800,
4333,chr20,14888000,14888801,
4334,chr2,39660799,39661001,
4335,chr1,144965200,144965400,
4336,chr13,106505200,106505600,
4337,chr12,106420000,106420200,
4338,chr11,75133800,75134201,
4339,chr2,10536400,10537001,
4340,chr2,235843800,235844200,
4341,chr14,71194400,71194600,
4342,chr7,55684400,55684600,
4343,chr1,29398599,29399000,
4344,chr12,18595200,18596000,
4345,chr10,124587000,124587200,
4346,chr14,68177200,68177400,
4347,chr9,17812000,17812800,
4348,chr16,68599600,68600000,
4349,chr14,50376000,50376800,
4350,chr2,26339400,26339600,
4351,chrX,131368200,131368800,
4352,chr6,106794000,106794200,
4353,chr5,110034200,110035000,
4354,chr16,2787600,2787800,
4355,chr2,215447000,215447200,
4356,chr7,107398200,107398400,
4357,chr13,92839400,92839600,
4358,chr10,28710600,28710800,
4359,chr4,7763799,7764001,
4360,chr7,137164400,137164600,
4361,chr11,87125200,87125800,
4362,chrX,13020600,13020800,
4363,chr6,12196199,12196801,
4364,chr10,44244600,44244801,
4365,chr9,2213800,2214400,
4366,chr10,81953600,81954000,
4367,chr1,199807999,199808401,
4368,chr14,88346199,88346601,
4369,chr5,106017199,106017601,
4370,chr7,31913000,31913800,
4371,chr5,62422200,62422600,
4372,chr4,14053400,14053600,
4373,chr5,42509200,42509600,
4374,chr14,61318400,61318600,
4375,chr9,4242200,4242800,
4376,chr12,39329199,39329400,
4377,chr8,121958600,121958800,
4378,chr13,107461800,107462200,
4379,chr6,135254400,135254801,
4380,chr4,185681600,185681800,
4381,chr2,24080200,24080400,
4382,chr1,22120600,22120800,
4383,chr2,129711600,129712200,
4384,chr1,206019000,206019600,
4385,chr11,104394400,104394600,
4386,chr9,72669800,72670400,
4387,chr13,30432600,30432800,
4388,chr1,220041400,220041800,
4389,chr14,84466600,84466800,
4390,chr22,17500600,17501400,
4391,chr20,34089600,34089800,
4392,chr5,33760000,33760200,
4393,chr8,125257000,125257200,
4394,chr4,113060800,113061200,
4395,chr2,54871799,54872400,
4396,chr10,101394600,101395400,
4397,chr5,151622600,151623200,
4398,chr1,18816400,18816600,
4399,chr20,10965800,10966201,
4400,chr11,79409400,79409600,
4401,chr1,36782800,36783400,
4402,chr2,234267599,234268000,
4403,chr18,38898000,38898400,
4404,chr3,152395600,152396000,
4405,chrX,34873800,34874000,
4406,chr6,135418400,135418600,
4407,chr1,220532200,220532600,
4408,chr12,18643400,18644200,
4409,chr3,17894599,17895400,
4410,chr6,123999200,123999600,
4411,chr15,78829000,78829200,
4412,chr5,83015600,83016200,
4413,chr15,32712400,32712600,
4414,chr14,94655000,94655401,
4415,chrX,315399,316200,
4416,chr6,22756399,22756601,
4417,chr16,72881400,72881600,
4418,chr4,16679600,16680200,
4419,chr6,14377200,14377400,
4420,chr8,15682600,15683200,
4421,chr1,169321400,169322200,
4422,chr10,29066800,29067401,
4423,chr1,224755200,224755400,
4424,chr8,125631599,125632000,
4425,chr19,31880199,31880601,
4426,chr6,104169800,104170200,
4427,chr19,37946800,37947000,
4428,chr10,84433000,84433200,
4429,chr10,21418799,21419001,
4430,chr15,37131800,37132400,
4431,chr7,46682799,46683001,
4432,chr11,69709000,69709600,
4433,chr12,86234400,86235000,
4434,chr1,211550400,211550600,
4435,chr14,94426799,94427000,
4436,chr12,117006000,117006800,
4437,chr15,47839400,47839600,
4438,chr12,77372199,77372800,
4439,chr22,29325600,29326000,
4440,chr21,38818800,38819000,
4441,chr8,63011999,63012200,
4442,chr13,23391600,23392200,
4443,chr3,19432600,19432800,
4444,chr4,96916799,96917001,
4445,chr10,78650399,78650800,
4446,chr6,128712999,128713400,
4447,chr10,22479400,22479601,
4448,chr2,151055400,151055600,
4449,chr2,213031000,213031400,
4450,chr7,35106400,35106801,
