id,region,start,end,strand
21040,chr10,20858212,20858687,
21041,chr5,124492168,124492485,
21042,chr1,208909687,208910053,
21043,chr6,157138171,157138428,
21044,chr4,36747189,36747585,
21045,chr4,12133844,12133993,
21046,chr4,107213894,107214226,
21047,chr14,42459248,42459495,
21048,chr2,155102227,155102444,
21049,chr2,133220513,133221105,
21050,chr1,30274104,30274628,
21051,chr2,169554623,169555148,
21052,chr4,156155073,156155266,
21053,chr10,118985578,118985872,
21054,chr4,33090999,33091217,
21055,chr20,20591638,20591854,
21056,chr3,113803147,113803312,
21057,chr2,37200676,37200938,
21058,chr19,21563553,21563961,
21059,chr3,52481337,52481852,
21060,chr12,124979516,124979912,
21061,chr4,1594766,1595138,
21062,chr5,33901601,33902029,
21063,chr1,184473628,184473936,
21064,chr1,231465056,231465434,
21065,chr3,145370846,145371268,
21066,chr4,83965156,83965484,
21067,chr8,32877108,32877383,
21068,chr14,61272570,61272858,
21069,chr4,53843971,53844397,
21070,chr3,52469029,52469304,
21071,chr1,215900576,215901030,
21072,chr19,46230228,46230607,
21073,chr14,53285810,53286073,
21074,chr7,158158572,158158844,
21075,chr2,134601211,134601729,
21076,chr7,97149888,97150229,
21077,chr1,169238638,169238930,
21078,chr9,62584544,62584744,
21079,chr8,133789430,133789621,
21080,chr5,136905615,136905959,
21081,chr8,57250770,57251040,
21082,chr19,54399127,54399693,
21083,chr8,88170430,88170697,
21084,chr5,131246597,131246793,
21085,chr5,68116942,68117205,
21086,chr14,106776762,106776921,
21087,chr19,30648424,30648693,
21088,chr6,3222616,3223025,
21089,chr7,133532926,133533271,
21090,chr2,148126988,148127278,
21091,chr5,3308257,3308554,
21092,chr3,31406927,31407319,
21093,chr2,103860062,103860297,
21094,chr1,67250178,67250443,
21095,chrX,112044137,112044360,
21096,chr10,89665300,89665735,
21097,chr1,219922058,219922232,
21098,chr10,122592168,122592587,
21099,chr6,3642019,3642348,
21100,chr11,43553614,43553982,
21101,chr14,39489939,39490195,
21102,chr10,86596243,86596616,
21103,chr5,127051666,127051984,
21104,chr9,15846601,15847112,
21105,chr5,143613343,143613723,
21106,chr20,46791156,46791392,
21107,chr2,22375111,22375532,
21108,chr2,228933472,228933706,
21109,chr1,63678360,63678538,
21110,chr7,12982228,12982514,
21111,chr7,98078433,98078866,
21112,chr1,170755796,170756172,
21113,chr20,3649412,3649791,
21114,chr3,28634077,28634313,
21115,chr3,197967616,197967975,
21116,chr13,46327307,46327554,
21117,chr2,61475759,61476042,
21118,chr1,35881037,35881190,
21119,chr3,94849039,94849275,
21120,chr3,148015143,148015449,
21121,chr5,141762938,141763096,
21122,chr1,217523287,217523546,
21123,chr12,109329720,109330078,
21124,chr13,94243510,94243894,
21125,chr1,31834601,31834803,
21126,chr10,126618566,126618850,
21127,chr5,95327265,95327621,
21128,chr9,99779384,99779576,
21129,chr10,52586712,52587142,
21130,chr1,19169595,19170061,
21131,chr9,90855571,90855848,
21132,chr14,29301550,29301920,
21133,chr19,30281983,30282358,
21134,chr15,42726429,42726960,
21135,chr2,95258376,95258646,
21136,chr22,21075453,21075701,
21137,chr13,76826005,76826552,
21138,chr2,48388612,48388922,
21139,chr1,246280554,246280845,
21140,chr8,64918715,64919180,
21141,chr2,96185548,96185857,
21142,chr3,54065612,54065870,
21143,chr13,84393079,84393235,
21144,chr3,67880149,67880376,
21145,chr5,62784113,62784244,
21146,chrX,31432024,31432177,
21147,chr7,121561782,121562091,
21148,chr2,189360839,189361210,
21149,chr8,98370242,98370678,
21150,chr8,66106317,66106890,
21151,chr12,131847586,131847928,
21152,chr9,79524336,79524556,
21153,chr21,46594403,46594561,
21154,chr4,18837461,18837670,
21155,chr9,91445000,91445547,
21156,chr5,40549690,40549952,
21157,chr19,48212990,48213221,
21158,chr16,2231222,2231727,
21159,chr11,20631074,20631459,
21160,chr11,43164936,43165133,
21161,chr9,87855036,87855399,
21162,chr22,36182835,36183294,
21163,chr19,2398877,2399004,
21164,chr2,178729272,178729542,
21165,chr12,81546153,81546436,
21166,chr19,28010765,28011041,
21167,chr9,127046887,127047122,
21168,chr8,20512039,20512424,
21169,chr2,229863470,229863831,
21170,chr1,203032910,203033097,
21171,chr11,71636247,71636545,
21172,chr1,48061823,48062124,
21173,chr13,67305574,67305888,
21174,chr3,186117554,186117874,
21175,chr4,110455090,110455456,
21176,chr1,109402002,109402473,
21177,chr3,85124020,85124183,
21178,chr6,19025465,19025904,
21179,chr15,98101910,98102101,
21180,chr6,15844912,15845100,
21181,chr1,187931901,187932250,
21182,chr1,113742584,113742863,
21183,chr20,46127720,46128185,
21184,chr2,97890171,97890446,
21185,chr1,222783113,222783404,
21186,chr10,55283115,55283327,
21187,chr11,1113030,1113492,
21188,chr9,90558522,90558767,
21189,chr11,101121420,101121738,
21190,chr13,60680251,60680680,
21191,chr10,59563540,59563913,
21192,chr12,129212182,129212570,
21193,chr13,110609131,110609496,
21194,chr9,82167634,82167826,
21195,chr11,32006763,32007288,
21196,chr1,208654150,208654654,
21197,chr4,121227660,121227811,
21198,chr7,2537884,2538297,
21199,chr7,152901916,152902396,
21200,chr13,49033085,49033548,
21201,chrX,112149760,112150010,
21202,chr8,103316182,103316518,
21203,chr16,74073378,74073808,
21204,chr3,8751524,8751791,
21205,chr2,235817379,235817758,
21206,chr7,117908369,117908730,
21207,chr2,96794383,96794646,
21208,chr2,158089308,158089494,
21209,chr2,216064132,216064276,
21210,chr14,85852107,85852403,
21211,chr13,78446826,78447129,
21212,chr1,30695398,30695905,
21213,chr7,46955549,46955906,
21214,chr8,74819385,74819796,
21215,chr5,104018385,104018528,
21216,chr7,68009686,68010045,
21217,chr2,125667633,125668094,
21218,chr3,88418358,88418506,
21219,chr11,15852304,15852497,
21220,chr2,29188562,29188784,
21221,chrX,70494455,70494685,
21222,chr10,117839116,117839384,
21223,chr10,49657638,49657940,
21224,chr13,87444100,87444579,
21225,chr9,28977669,28978066,
21226,chr1,178716179,178716405,
21227,chr11,32062623,32062971,
21228,chr15,87564008,87564300,
21229,chr9,126240968,126241135,
21230,chr4,125303090,125303447,
21231,chr6,63556331,63556841,
21232,chr10,32931569,32931799,
21233,chr4,158461323,158461914,
21234,chr2,204183692,204183952,
21235,chr2,141463521,141463664,
21236,chr2,241345084,241345299,
21237,chr2,52395970,52396229,
21238,chr3,101135206,101135409,
21239,chr10,99369568,99370051,
21240,chr10,119260331,119260778,
21241,chr15,88187858,88188094,
21242,chr2,25905170,25905408,
21243,chr2,2399358,2399814,
21244,chr5,84618334,84618481,
21245,chr10,114206870,114207281,
21246,chr3,41301085,41301305,
21247,chr10,60453028,60453401,
21248,chrX,6732202,6732471,
21249,chr13,33582149,33582438,
21250,chr3,88617369,88617592,
21251,chr8,11843591,11843890,
21252,chr8,79554581,79554791,
21253,chr4,7710916,7711400,
21254,chr2,100951519,100951734,
21255,chr3,122406393,122406566,
21256,chr2,238892781,238893166,
21257,chr11,12981901,12982257,
21258,chr9,98340515,98340795,
21259,chr11,28961805,28962110,
21260,chr8,21548634,21549064,
21261,chr3,21290711,21290861,
21262,chr20,15556982,15557197,
21263,chr12,61245320,61245601,
21264,chr9,73655446,73655616,
21265,chr18,34198717,34199091,
21266,chr10,62928392,62928599,
21267,chr9,124986773,124986979,
21268,chr17,504640,504937,
21269,chr20,54469333,54469545,
21270,chr4,20022552,20022795,
21271,chr4,174629291,174629677,
21272,chr5,107416514,107416860,
21273,chr20,53020360,53020658,
21274,chr10,18578598,18578811,
21275,chr1,30617137,30617628,
21276,chr6,130547641,130548088,
21277,chr12,70893616,70893872,
21278,chr2,46293515,46293754,
21279,chr10,77281736,77282057,
21280,chr10,16713442,16713548,
21281,chr2,55338259,55338604,
21282,chr10,64092003,64092306,
21283,chr1,224343553,224343827,
21284,chr1,186330884,186331086,
21285,chr2,139219888,139220044,
21286,chr9,64764902,64765211,
21287,chr6,140977448,140977784,
21288,chr12,64105037,64105384,
21289,chr14,62301897,62302224,
21290,chr1,10564140,10564453,
21291,chr20,6829724,6829998,
21292,chr17,61644551,61644752,
21293,chr6,30139176,30139419,
21294,chr6,132215849,132216121,
21295,chr9,126854458,126854586,
21296,chr18,40855756,40855959,
21297,chr8,25638813,25639121,
21298,chr2,105581034,105581197,
21299,chr7,45434206,45434496,
21300,chr3,193448826,193449176,
21301,chr15,36984300,36984565,
21302,chr20,18626269,18626547,
21303,chr9,113647211,113647502,
21304,chr20,56350747,56351288,
21305,chr22,39393948,39394408,
21306,chr7,118703647,118703820,
21307,chr2,143843653,143844039,
21308,chr6,32022935,32023413,
21309,chr6,3171825,3172277,
21310,chr4,33914469,33914704,
21311,chr3,54731947,54732483,
21312,chr4,28341764,28342356,
21313,chr5,158124688,158124917,
21314,chr17,19541518,19541689,
21315,chr11,5992544,5993017,
21316,chr14,52091918,52092264,
21317,chr1,117275145,117275267,
21318,chr17,9299631,9300089,
21319,chr19,13575109,13575278,
21320,chr10,98351261,98351512,
21321,chr1,1051085,1051351,
21322,chr8,113227531,113227805,
21323,chr9,10652466,10652613,
21324,chr8,128868694,128869024,
21325,chr14,99835322,99835630,
21326,chr12,112685397,112685690,
21327,chr4,97984656,97984878,
21328,chr10,17544531,17544795,
21329,chr9,63049800,63050075,
21330,chr2,48906610,48906957,
21331,chr6,108550247,108550699,
21332,chr5,89232257,89232582,
21333,chr9,26164028,26164288,
21334,chr16,72972923,72973358,
21335,chr5,42901582,42901973,
21336,chr20,19487661,19487863,
21337,chr3,19667124,19667546,
21338,chr13,35659938,35660363,
21339,chr11,7871036,7871461,
21340,chr13,42607411,42607691,
21341,chr4,13103438,13103979,
21342,chr10,117212330,117212528,
21343,chr21,30612191,30612413,
21344,chr13,36046742,36047125,
21345,chr2,144541504,144541716,
21346,chr2,4588549,4589042,
21347,chr8,88420455,88420823,
21348,chr3,166881634,166881792,
21349,chr1,196535680,196536130,
21350,chrX,8955554,8955833,
21351,chr7,120241991,120242323,
21352,chr18,49245423,49245646,
21353,chr2,20104976,20105375,
21354,chr3,47415982,47416388,
21355,chr2,121355525,121355834,
21356,chrX,83541375,83541559,
21357,chr9,40809411,40809931,
21358,chr3,104796549,104796916,
21359,chr3,150231201,150231519,
21360,chr12,69823023,69823446,
21361,chr2,234195430,234195997,
21362,chr14,51082318,51082743,
21363,chr4,180994837,180995044,
21364,chr11,132975529,132975700,
21365,chr12,90208837,90209052,
21366,chr18,72828749,72828985,
21367,chr2,68668271,68668589,
21368,chr7,136745598,136745866,
21369,chr2,121376909,121377252,
21370,chr14,34138171,34138661,
21371,chr16,64543468,64543758,
21372,chr3,152826517,152826799,
21373,chr5,1820371,1820709,
21374,chr3,107508391,107508605,
21375,chr7,68544985,68545213,
21376,chr13,54976060,54976251,
21377,chr11,2569201,2569614,
21378,chr12,27123606,27123899,
21379,chr1,71964262,71964604,
21380,chrX,105553083,105553580,
21381,chr20,53970190,53970667,
21382,chr1,174324955,174325352,
21383,chr16,55399992,55400269,
21384,chr19,30712407,30712893,
21385,chr18,21291148,21291443,
21386,chr2,139058789,139059126,
21387,chr2,136557274,136557500,
21388,chr20,31849747,31849937,
21389,chr19,31392538,31392991,
21390,chr15,85857408,85857716,
21391,chr14,35506988,35507325,
21392,chr6,159415635,159415802,
21393,chr19,46060138,46060282,
21394,chr7,135195273,135195446,
21395,chr12,115138076,115138493,
21396,chr2,43488747,43488995,
21397,chr12,101345866,101346163,
21398,chr3,173961,174224,
21399,chr10,103336401,103336942,
21400,chr6,120659112,120659313,
21401,chr1,219283374,219283630,
21402,chr11,99229506,99229968,
21403,chr15,30414228,30414545,
21404,chr1,55825394,55825848,
21405,chr1,196887910,196888181,
21406,chr12,129753597,129753961,
21407,chr7,69115802,69116268,
21408,chr8,93048273,93048573,
21409,chr2,182456879,182457113,
21410,chr5,13932549,13933052,
21411,chr14,73251253,73251701,
21412,chr3,160644091,160644311,
21413,chr13,24772742,24773226,
21414,chr1,214385153,214385328,
21415,chr4,155465826,155466014,
21416,chr4,99966712,99967063,
21417,chr12,19074654,19075048,
21418,chr3,7697597,7697804,
21419,chr9,112086713,112087024,
21420,chr6,130615891,130616051,
21421,chr11,134114203,134114360,
21422,chr8,24491137,24491346,
21423,chr17,63268903,63269282,
21424,chr6,51618685,51618956,
21425,chr4,112938427,112938936,
21426,chr16,18013874,18014297,
21427,chr10,46901029,46901425,
21428,chr5,105110802,105111051,
21429,chr9,80020106,80020406,
21430,chr16,64603986,64604197,
21431,chr8,13604399,13604863,
21432,chr17,34905283,34905643,
21433,chr11,9887445,9887915,
21434,chr22,28083934,28084216,
21435,chr4,173484353,173484655,
21436,chr7,34373953,34374305,
21437,chr3,56220409,56220892,
21438,chr3,96986174,96986570,
21439,chr10,3206528,3206850,
21440,chr22,18979955,18980294,
21441,chr19,42640117,42640452,
21442,chr9,98600925,98601213,
21443,chr4,31617724,31618032,
21444,chr19,2247075,2247435,
21445,chr2,148259645,148259919,
21446,chr10,46640087,46640578,
21447,chr20,59419920,59420207,
21448,chr1,248144627,248144928,
21449,chr8,59927162,59927444,
21450,chr19,23378365,23378553,
21451,chr12,81461290,81461486,
21452,chr15,28639871,28640064,
21453,chr12,100329750,100330140,
21454,chr10,78002924,78003239,
21455,chr20,20894712,20895172,
21456,chr12,91276444,91276974,
21457,chr1,232382652,232383040,
21458,chr6,141012037,141012498,
21459,chr2,8710959,8711538,
21460,chr1,199472056,199472398,
21461,chr1,87120832,87121063,
21462,chr10,98164627,98164830,
21463,chr3,126741868,126742109,
21464,chr15,94522156,94522413,
21465,chr13,38223150,38223456,
21466,chr8,133863023,133863456,
21467,chr12,85477281,85477492,
21468,chr5,8409421,8409727,
21469,chr1,37403206,37403640,
21470,chr9,61995962,61996260,
21471,chr6,75727229,75727611,
21472,chr8,83694268,83694760,
21473,chr9,79758144,79758374,
21474,chr17,56897660,56897940,
21475,chr17,70886702,70887054,
21476,chr1,223616671,223616991,
21477,chr3,1127825,1128324,
21478,chr12,27477004,27477288,
21479,chr8,63833423,63833685,
21480,chr14,82694842,82695193,
21481,chr18,30271676,30272088,
21482,chr6,85726205,85726507,
21483,chr7,106521201,106521475,
21484,chr11,86222057,86222571,
21485,chr2,206372133,206372371,
21486,chr6,127392265,127392677,
21487,chr6,52186570,52186769,
21488,chr9,121714153,121714363,
21489,chr3,64380504,64380925,
21490,chr6,24354036,24354240,
21491,chr12,25594453,25594732,
21492,chr20,56983859,56984177,
21493,chr6,34455946,34456170,
21494,chr18,57182649,57182829,
21495,chr20,29475517,29475740,
21496,chr7,152827454,152827901,
21497,chr2,65473360,65473724,
21498,chr4,173741370,173741523,
21499,chr4,73539479,73539759,
21500,chr2,20678759,20679053,
21501,chr4,109156902,109157076,
21502,chr4,13999467,13999780,
21503,chr14,80058996,80059480,
21504,chr8,128215980,128216326,
21505,chr14,97779111,97779471,
21506,chr5,83899419,83899687,
21507,chr3,31793054,31793447,
21508,chr1,6920305,6920542,
21509,chr20,16955548,16955767,
21510,chrX,92999173,92999648,
21511,chr12,72815491,72815755,
21512,chr12,28731929,28732395,
21513,chr5,152010804,152011033,
21514,chrX,122517825,122518218,
21515,chr3,115943592,115943937,
21516,chr6,52653279,52653515,
21517,chr5,14714594,14715008,
21518,chr5,41831236,41831502,
21519,chr7,138144983,138145294,
21520,chr18,69873994,69874340,
21521,chr10,131044720,131045057,
21522,chr3,22395905,22396052,
21523,chr11,69018856,69019404,
21524,chr4,87671876,87672188,
21525,chr2,107197603,107198050,
21526,chr5,100113890,100114063,
21527,chr3,73820893,73821322,
21528,chr2,185637048,185637538,
21529,chr14,19878139,19878350,
21530,chr2,242102230,242102560,
21531,chr7,16960416,16960978,
21532,chr2,172664751,172665152,
21533,chr8,52577704,52578019,
21534,chr9,24337598,24337792,
21535,chr1,96513075,96513571,
21536,chr12,8373875,8374041,
21537,chr10,380593,380917,
21538,chr5,161535894,161536167,
21539,chr2,194556615,194557063,
21540,chr16,56349455,56349711,
21541,chr13,106187823,106188138,
21542,chr4,149005153,149005483,
21543,chr7,134731704,134731908,
21544,chr16,59532227,59532504,
21545,chr2,216527632,216528066,
21546,chr3,153301243,153301431,
21547,chr4,8897851,8898114,
21548,chr5,108529352,108529753,
21549,chr12,102640670,102641063,
21550,chr1,91374111,91374482,
21551,chr8,34505792,34506138,
21552,chr6,161211459,161211682,
21553,chr11,127994699,127995145,
21554,chr6,145009758,145010087,
21555,chr6,105545521,105545957,
21556,chr17,59651379,59651707,
21557,chr7,72474066,72474252,
21558,chr1,212769839,212770110,
21559,chr7,16927961,16928545,
21560,chr7,2706798,2706985,
21561,chr11,128283429,128283840,
21562,chr8,123315719,123315879,
21563,chr10,25700765,25701238,
21564,chr20,54354665,54354922,
21565,chr9,85208704,85209055,
21566,chr6,157921923,157922404,
21567,chr2,95613038,95613437,
21568,chr6,52022792,52023007,
21569,chr12,115947873,115948104,
21570,chr10,100531429,100531693,
21571,chr7,158938265,158938528,
21572,chr14,98634462,98634741,
21573,chr5,117955777,117956207,
21574,chr20,57316426,57316750,
21575,chrX,144845688,144846049,
21576,chr7,152519311,152519633,
21577,chr6,123570569,123570849,
21578,chr1,32831062,32831317,
21579,chrX,34848231,34848649,
21580,chr3,74639669,74640114,
21581,chr12,34228100,34228504,
21582,chr4,19238820,19239055,
21583,chr7,38105835,38106319,
21584,chr3,196471569,196471969,
21585,chr2,72948003,72948349,
21586,chrX,146812162,146812351,
21587,chr9,31956204,31956630,
21588,chr9,88918706,88918822,
21589,chr9,116859802,116860058,
21590,chr10,76846636,76846890,
21591,chr5,114391359,114391671,
21592,chr11,122405824,122406292,
21593,chr2,168263872,168264035,
21594,chr2,192970710,192970871,
21595,chr20,7918886,7919155,
21596,chr17,81059143,81059490,
21597,chr1,107293929,107294210,
21598,chr18,2935442,2935754,
21599,chr2,193973669,193974255,
21600,chr3,106249156,106249532,
21601,chr5,147162815,147163079,
21602,chr1,191026980,191027318,
21603,chr6,84150628,84151119,
21604,chr17,59996852,59997439,
21605,chr11,115415950,115416102,
21606,chr2,18180085,18180581,
21607,chr14,57606974,57607516,
21608,chr8,103275178,103275660,
21609,chr15,91196908,91197266,
21610,chr4,177070597,177070848,
21611,chr4,8236105,8236528,
21612,chr12,62821561,62821775,
21613,chr19,45711686,45711964,
21614,chr2,132773274,132773657,
21615,chr4,106595910,106596194,
21616,chr11,73553389,73553682,
21617,chr1,101552974,101553114,
21618,chr9,36205212,36205571,
21619,chr8,104255606,104256152,
21620,chr17,71519226,71519705,
21621,chr11,116108199,116108542,
21622,chr5,139019815,139020363,
21623,chr2,203506725,203506892,
21624,chr16,57925343,57925620,
21625,chr1,4702804,4703342,
21626,chr4,38339101,38339282,
21627,chr12,107172574,107172861,
21628,chr6,57579636,57579912,
21629,chr1,47430396,47430650,
21630,chr5,113321031,113321242,
21631,chr4,100306058,100306346,
21632,chr8,137162500,137162809,
21633,chr18,74878430,74878713,
21634,chr16,25585589,25585834,
21635,chr3,162865575,162865759,
21636,chr15,53133560,53133732,
21637,chr5,26622989,26623199,
21638,chr14,104870828,104871176,
21639,chr10,79810536,79810823,
21640,chr1,16631526,16631945,
21641,chr4,173958548,173958798,
21642,chr2,78339972,78340502,
21643,chr5,126143674,126144129,
21644,chr3,134772479,134772936,
21645,chr2,39359569,39359755,
21646,chr18,77361451,77361657,
21647,chr5,88808170,88808494,
21648,chr2,211843354,211843593,
21649,chr12,85321053,85321305,
21650,chr12,91662034,91662375,
21651,chr2,121439361,121439505,
21652,chr5,113109117,113109595,
21653,chr4,88054219,88054509,
21654,chr11,99204886,99205040,
21655,chr10,38859871,38860151,
21656,chrX,17532299,17532558,
21657,chr18,71011323,71011852,
21658,chr14,25768924,25769300,
21659,chr4,179776914,179777047,
21660,chr3,154134252,154134629,
21661,chr16,61313848,61314319,
21662,chr15,73723270,73723582,
21663,chr4,9994085,9994638,
21664,chr6,136987556,136987930,
21665,chr14,40099415,40099699,
21666,chr15,24114674,24115043,
21667,chr19,34921590,34921784,
21668,chr2,225448563,225448730,
21669,chr2,160536010,160536298,
21670,chr4,108690772,108691054,
21671,chr8,74949840,74950010,
21672,chr22,18728575,18728864,
21673,chr14,62679577,62679896,
21674,chr13,103078208,103078439,
21675,chr6,101513092,101513495,
21676,chr6,37728070,37728340,
21677,chr3,53668997,53669222,
21678,chr11,126190728,126191069,
21679,chr6,105161422,105161865,
21680,chr1,40765788,40766369,
21681,chr8,64076141,64076570,
21682,chr6,6766370,6766520,
21683,chr11,5336397,5336692,
21684,chr9,129009688,129009987,
21685,chr11,92379852,92380073,
21686,chr8,114580465,114580821,
21687,chr10,49920510,49920657,
21688,chr8,26141318,26141747,
21689,chr1,152718176,152718675,
21690,chr14,100862317,100862668,
21691,chr1,34915541,34915803,
21692,chr20,13286583,13287116,
21693,chr22,41636460,41636803,
21694,chr4,147633108,147633547,
21695,chr5,161585904,161586107,
21696,chr6,54710506,54710772,
21697,chr1,240256004,240256282,
21698,chr16,5526781,5527256,
21699,chr16,12419237,12419590,
21700,chr5,111869702,111869976,
21701,chr4,139583993,139584451,
21702,chrX,75643021,75643196,
21703,chr5,100542051,100542512,
21704,chr3,132818256,132818530,
21705,chrX,133120061,133120276,
21706,chrX,41198431,41198829,
21707,chr11,99147040,99147290,
21708,chr17,77657296,77657656,
21709,chr12,20245523,20245926,
21710,chr13,79692824,79693317,
21711,chr4,137343268,137343561,
21712,chr21,19458361,19458556,
21713,chr4,85756726,85756877,
21714,chr18,3176437,3176631,
21715,chr11,130666939,130667156,
21716,chr10,15821156,15821712,
21717,chr2,132936297,132936757,
21718,chr17,68719495,68719775,
21719,chr5,98698353,98698724,
21720,chr10,52900499,52900925,
21721,chr2,157621002,157621309,
21722,chr2,72001132,72001585,
21723,chr3,179493251,179493489,
21724,chr9,73358081,73358315,
21725,chr5,104564547,104564738,
21726,chr16,59060201,59060652,
21727,chr9,19403347,19403494,
21728,chr5,42338099,42338453,
21729,chrX,124236685,124237160,
21730,chr20,51664994,51665221,
21731,chr20,16018922,16019212,
21732,chr2,160828105,160828326,
21733,chr19,28213503,28214089,
21734,chr12,63548538,63548917,
21735,chr17,51850705,51851119,
21736,chr3,41856537,41856638,
21737,chr5,103439790,103440049,
21738,chr8,40804995,40805238,
21739,chr15,43538115,43538433,
21740,chr3,6680159,6680561,
21741,chr7,122401056,122401255,
21742,chr19,41649841,41650181,
21743,chr7,43831010,43831243,
21744,chr1,100764397,100764682,
21745,chr6,33101141,33101530,
21746,chr12,43113190,43113516,
21747,chr10,35572652,35572930,
21748,chr7,10747470,10747638,
21749,chr3,27752951,27753095,
21750,chrX,118566347,118566813,
21751,chr5,166403115,166403473,
21752,chr3,2635526,2635882,
21753,chr15,32905624,32905867,
21754,chr20,17287586,17287751,
21755,chr7,52725523,52726006,
21756,chr15,50157998,50158191,
21757,chr3,140170599,140171014,
21758,chrX,133333219,133333531,
21759,chr5,75824465,75824687,
21760,chr5,43666216,43666380,
21761,chr21,27954850,27955205,
21762,chr4,54218770,54219174,
21763,chr2,147005371,147005715,
21764,chr1,212718587,212718987,
21765,chr6,47200511,47201026,
21766,chr8,87733776,87734158,
21767,chr2,176114044,176114307,
21768,chr13,103638795,103639148,
21769,chr1,148122967,148123349,
21770,chr15,61253216,61253598,
21771,chr7,153090752,153091111,
21772,chrX,132406224,132406388,
21773,chr3,28670923,28671075,
21774,chr11,93861745,93862220,
21775,chr4,183700455,183700782,
21776,chr6,3634974,3635152,
21777,chr2,18104598,18104929,
21778,chr13,86344468,86344919,
21779,chr18,39911677,39912199,
21780,chr13,74979712,74980062,
21781,chr1,179919153,179919533,
21782,chr12,40300496,40300771,
21783,chr15,82520084,82520391,
21784,chr6,4214089,4214270,
21785,chr5,95304764,95305034,
21786,chr3,158058835,158059229,
21787,chr7,155680383,155680784,
21788,chr7,79601528,79601766,
21789,chr16,62965817,62966308,
21790,chr13,77724094,77724398,
21791,chr13,105665200,105665662,
21792,chr7,107711320,107711717,
21793,chr7,83125589,83125939,
21794,chr4,158860768,158861255,
21795,chr2,132562327,132562575,
21796,chr3,157746269,157746830,
21797,chr3,133169581,133170009,
21798,chr2,84053356,84053651,
21799,chr4,104191582,104191856,
21800,chr6,137265616,137265960,
21801,chrX,102068042,102068362,
21802,chr14,36426850,36427239,
21803,chr14,29294565,29294825,
21804,chr6,99826550,99826787,
21805,chr1,113734413,113734642,
21806,chr10,16164175,16164331,
21807,chr2,22134450,22134841,
21808,chr2,171831438,171831665,
21809,chr16,12989299,12989593,
21810,chr7,82554968,82555160,
21811,chr16,48105358,48105704,
21812,chr1,217319624,217319890,
21813,chr6,85792152,85792631,
21814,chr13,112506887,112507106,
21815,chr3,127962948,127963255,
21816,chr6,118774521,118774995,
21817,chr4,125797750,125798004,
21818,chr6,99453803,99453996,
21819,chr11,62579163,62579726,
21820,chr15,86329369,86329576,
21821,chr15,45292529,45292823,
21822,chr16,51374340,51374693,
21823,chr10,69908789,69909078,
21824,chr12,131320154,131320381,
21825,chr19,15400574,15400884,
21826,chr17,11619210,11619527,
21827,chr17,77729500,77730000,
21828,chr10,92506401,92506718,
21829,chr2,189702106,189702437,
21830,chr2,122680736,122680936,
21831,chr5,120545990,120546176,
21832,chr19,28977857,28978226,
21833,chr20,18743732,18744032,
21834,chr4,109859284,109859849,
21835,chr22,41429406,41429742,
21836,chr4,3520254,3520716,
21837,chr1,37797918,37798369,
21838,chr21,45723002,45723444,
21839,chr9,125440335,125440878,
21840,chr5,133262065,133262330,
21841,chrX,72735473,72735902,
21842,chr6,87038733,87039019,
21843,chr13,32237686,32238050,
21844,chr1,28340339,28340619,
21845,chr10,17764178,17764492,
21846,chr13,78834900,78835317,
21847,chr11,103936204,103936412,
21848,chr8,135566959,135567353,
21849,chr21,27418349,27418707,
21850,chr2,40197092,40197577,
21851,chr4,17557921,17558199,
21852,chr7,24817516,24817803,
21853,chr4,43089806,43090088,
21854,chr10,9502119,9502324,
21855,chr15,79243729,79244171,
21856,chr13,34741551,34741801,
21857,chr3,14826830,14827091,
21858,chr7,15603124,15603404,
21859,chr22,24178490,24178903,
21860,chr2,14054850,14055003,
21861,chr5,78323368,78323632,
21862,chr7,77033544,77033910,
21863,chr3,7074331,7074532,
21864,chr4,20030811,20031015,
21865,chr3,74127340,74127606,
21866,chr6,396972,397425,
21867,chr17,79382986,79383163,
21868,chr7,151900981,151901560,
21869,chr15,73003218,73003439,
21870,chr1,226901327,226901729,
21871,chr1,19545713,19546049,
21872,chr3,155399704,155400043,
21873,chr2,14601382,14601735,
21874,chr4,23899216,23899390,
21875,chr10,104315082,104315357,
21876,chr7,72042941,72043121,
21877,chr12,27172433,27172582,
21878,chr3,169710675,169710951,
21879,chr16,12007580,12008023,
21880,chr11,63341769,63341981,
21881,chr10,31272805,31273256,
21882,chr12,50741677,50741881,
21883,chr9,17323116,17323685,
21884,chr7,117839470,117839862,
21885,chr8,240666,241178,
21886,chr1,164051794,164052187,
21887,chr18,47243102,47243271,
21888,chr17,66865174,66865514,
21889,chr20,9677247,9677711,
21890,chr3,111683005,111683576,
21891,chr2,232581766,232582127,
21892,chr13,105462986,105463414,
21893,chr2,188452131,188452435,
21894,chrX,120380743,120381010,
21895,chr8,23639686,23640180,
21896,chr5,37921477,37921836,
21897,chr7,149666517,149666979,
21898,chr3,32236177,32236633,
21899,chr13,98848814,98849101,
21900,chr3,170494757,170495118,
21901,chr4,91824747,91825029,
21902,chr7,58046247,58046521,
21903,chr8,68601895,68602247,
21904,chr1,179476456,179476689,
21905,chr1,180379508,180379676,
21906,chr6,9584002,9584266,
21907,chr10,84693138,84693426,
21908,chr15,43939058,43939417,
21909,chr6,145818776,145819309,
21910,chrX,79524697,79524955,
21911,chr13,106585677,106585957,
21912,chr9,108512422,108512715,
21913,chr11,11914754,11914998,
